split,feature_set_id,seed,metric,estimate,ci95_low,ci95_high,bootstrap_unit,replicates,seed_bootstrap,interval
sequence_cluster,A+C,1,r2,0.2810353079246829,0.19503848046857888,0.5603891270766871,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A+C,1,rmse,0.9126611277423415,0.6084316008381829,0.9916736612428232,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A+C,1,mae,0.57980512083286,0.4354280431937046,0.6238170518375399,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A+C,1,spearman,0.6076172613847102,0.5347985485004837,0.8090550918375439,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A+C,2,r2,0.12203264729282992,-0.02136805537572069,0.5798440643773289,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A+C,2,rmse,1.0085442445493769,0.6169954815287387,1.1146614998420548,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A+C,2,mae,0.6003520845651173,0.4386719971235383,0.648295397275568,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A+C,2,spearman,0.4903923491219504,0.3405840825817558,0.8144141013952516,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A+C,3,r2,0.26028774448429925,0.17097810388281937,0.5451167527180388,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A+C,3,rmse,0.9257360555325159,0.6277226987394353,1.004863662270182,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A+C,3,mae,0.601983276954356,0.47113605637020495,0.6434252060265313,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A+C,3,spearman,0.6038285373733405,0.5459320694382498,0.7933099514544119,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A+C,4,r2,0.1783471516554972,0.07116838103314131,0.5946265951917987,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A+C,4,rmse,0.9756632670083631,0.6620278063897145,1.0558206476390704,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A+C,4,mae,0.5946123135411111,0.46191791251694636,0.6311950314407925,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A+C,4,spearman,0.49529863954697784,0.3856217750170063,0.8285623782358477,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,B+C,0,r2,0.09397876378483949,-0.051212826362671014,0.5622637966172608,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,B+C,0,rmse,1.0245306621288197,0.6490274721730696,1.1288624893589514,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,B+C,0,mae,0.7033037011467871,0.4710602978857157,0.7768155410757274,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,B+C,0,spearman,0.4772193345795366,0.37154021975676554,0.78713530141681,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,B+C,1,r2,0.02336293039973003,-0.1359879878895326,0.5499583508013761,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,B+C,1,rmse,1.063707874127326,0.6688262185958592,1.174213096737857,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,B+C,1,mae,0.7301114691008223,0.47813994711453967,0.8090065763158555,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,B+C,1,spearman,0.4761726089295439,0.36335795497367884,0.7974329243184984,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,B+C,2,r2,0.13298824672344312,0.00600212364850577,0.5455575674456916,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,B+C,2,rmse,1.0022319981521781,0.6478721460978305,1.1020677215809171,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,B+C,2,mae,0.687700892398651,0.48505334721900945,0.7545255435569798,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,B+C,2,spearman,0.4813210309622656,0.3805469432837614,0.7925541111584041,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,B+C,3,r2,0.16136567798355195,0.03358830769703166,0.5529739641047952,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,B+C,3,rmse,0.9856939434926161,0.608624291760255,1.089037586242738,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,B+C,3,mae,0.6775831261068931,0.46247972279036503,0.7550233133137599,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,B+C,3,spearman,0.5057498042731876,0.401840721339966,0.8043764068974786,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,B+C,4,r2,0.10454407363783214,-0.03537838769874053,0.5513001605066112,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,B+C,4,rmse,1.0185395079071098,0.6558194915727629,1.1190418757580123,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,B+C,4,mae,0.6969027296874213,0.4879175358918363,0.7650833941109892,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,B+C,4,spearman,0.47651715222201,0.3766448075160724,0.7904370033541764,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A+B+C,0,r2,0.1831730037809035,0.042922978500635665,0.6530568311748142,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A+B+C,0,rmse,0.9727938431609565,0.6155385641651178,1.0763305321606715,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A+B+C,0,mae,0.6197347186400376,0.43301515045684236,0.6747780295943506,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A+B+C,0,spearman,0.5136623813369818,0.4077579306520207,0.8488135161759592,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A+B+C,1,r2,0.2648820183678581,0.16887490675962,0.5979324893033874,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A+B+C,1,rmse,0.9228567538828627,0.6234718734270024,1.0074865063508753,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A+B+C,1,mae,0.5721041052014385,0.45402815067827357,0.6065246514222925,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A+B+C,1,spearman,0.5789395240934194,0.5001699424926024,0.8190044606136041,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A+B+C,2,r2,0.27834709024947957,0.17637033946566927,0.6308561651194858,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A+B+C,2,rmse,0.9143657613125034,0.6026396521640145,1.0008397510924365,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A+B+C,2,mae,0.5716687925440983,0.43524792233518794,0.610843809142489,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A+B+C,2,spearman,0.5749526959545306,0.49054693329605265,0.8377094774585812,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A+B+C,3,r2,0.2914084905932961,0.19739452676075067,0.5974995455640342,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A+B+C,3,rmse,0.9060532947390377,0.6059161994351137,0.9857379467361744,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A+B+C,3,mae,0.5824113411025318,0.4457656813371213,0.6239857655455252,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A+B+C,3,spearman,0.610431968768748,0.5369384344723376,0.8248774420326874,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A+B+C,4,r2,0.23885971265259098,0.10807121940652223,0.6555859181684994,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A+B+C,4,rmse,0.9390487238217415,0.5874428099851001,1.0395441355803372,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A+B+C,4,mae,0.6039806480974652,0.41957900911753787,0.6665948218755259,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A+B+C,4,spearman,0.5737590660439396,0.4820676388441848,0.8512666111534338,held-out 70% sequence cluster,2000,20260717,percentile
