split,comparison,seed,metric,observed_difference,ci95_low,ci95_high,bootstrap_unit,replicates,bootstrap_seed,interval
sequence_cluster,B+C minus B,0,rmse,0.027237205267482856,-0.14851648031546816,0.06246017568292338,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,B+C minus B,0,mae,0.002991690963808802,-0.13529737699758132,0.036199299600300244,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,B+C minus B,0,spearman,0.04345997919795003,-0.015533043997842551,0.13039098356829232,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,B+C minus B,1,r2,-0.12677498166966383,-0.20769975372330265,0.15844329143000246,held-out 70% sequence cluster,2000,20260718,percentile
sequence_cluster,B+C minus B,1,rmse,0.07143755739890645,-0.12459689168240552,0.11067010145286552,held-out 70% sequence cluster,2000,20260718,percentile
sequence_cluster,B+C minus B,1,mae,0.04009391648992766,-0.12181589682301278,0.07939836311516593,held-out 70% sequence cluster,2000,20260718,percentile
sequence_cluster,B+C minus B,1,spearman,0.0408457083062409,-0.017753763874275026,0.15345555033706146,held-out 70% sequence cluster,2000,20260718,percentile
sequence_cluster,B+C minus B,2,r2,0.006097753824247598,-0.03469233990561146,0.07899613883550985,held-out 70% sequence cluster,2000,20260719,percentile
sequence_cluster,B+C minus B,2,rmse,-0.0035182084821909765,-0.061867662098271194,0.019639110919961886,held-out 70% sequence cluster,2000,20260719,percentile
sequence_cluster,B+C minus B,2,mae,-0.0033031364493369963,-0.04489933117114472,0.018874638309014816,held-out 70% sequence cluster,2000,20260719,percentile
sequence_cluster,B+C minus B,2,spearman,0.008238101995932001,-0.03149895649434088,0.08781946927272792,held-out 70% sequence cluster,2000,20260719,percentile
sequence_cluster,B+C minus B,4,r2,-0.04005516854181046,-0.09607805413169133,0.17137185193435905,held-out 70% sequence cluster,2000,20260721,percentile
sequence_cluster,B+C minus B,4,rmse,0.02304106008212703,-0.12499759713533988,0.05212574769798417,held-out 70% sequence cluster,2000,20260721,percentile
sequence_cluster,B+C minus B,4,mae,0.0030560632928289255,-0.11550802039584847,0.030583012542504916,held-out 70% sequence cluster,2000,20260721,percentile
sequence_cluster,B+C minus B,4,spearman,0.06961887187455068,0.004905256300183259,0.21032456307302158,held-out 70% sequence cluster,2000,20260721,percentile
sequence_cluster,B+C minus B,3,r2,0.010164805991775827,-0.025142396327490775,0.14669227509100377,held-out 70% sequence cluster,2000,20260720,percentile
sequence_cluster,B+C minus B,3,rmse,-0.005955640999478207,-0.09142153257626476,0.014256418453308507,held-out 70% sequence cluster,2000,20260720,percentile
sequence_cluster,B+C minus B,3,mae,-0.017731622485514742,-0.0910792578933576,0.00719842638723994,held-out 70% sequence cluster,2000,20260720,percentile
sequence_cluster,B+C minus B,3,spearman,0.07126044232184187,0.021907152416955608,0.16626610498467215,held-out 70% sequence cluster,2000,20260720,percentile
sequence_cluster,B+C minus C,0,r2,-0.013229277741513834,-0.05594161703623659,0.17771391272544687,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,B+C minus C,0,rmse,0.007507352572989401,-0.12504291783083704,0.029426182206345044,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,B+C minus C,0,mae,-0.01214066974749406,-0.1286116692686086,0.02830431229210729,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,B+C minus C,0,spearman,0.02147624798628639,-0.04462406588229544,0.12602641046118068,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,B+C minus C,1,r2,-0.05963237582463243,-0.10990331831462978,0.16319587135736896,held-out 70% sequence cluster,2000,20260718,percentile
sequence_cluster,B+C minus C,1,rmse,0.03298586139478621,-0.11432946509351263,0.056181576057794724,held-out 70% sequence cluster,2000,20260718,percentile
sequence_cluster,B+C minus C,1,mae,-0.0283407746331501,-0.1296912468011359,0.021540182970453518,held-out 70% sequence cluster,2000,20260718,percentile
sequence_cluster,B+C minus C,1,spearman,0.013474088779247939,-0.074046831643588,0.14422648753596334,held-out 70% sequence cluster,2000,20260718,percentile
sequence_cluster,B+C minus C,2,r2,0.04655539696925848,0.023394583327964392,0.19082330505806205,held-out 70% sequence cluster,2000,20260719,percentile
sequence_cluster,B+C minus C,2,rmse,-0.026556284812800257,-0.11683968807994441,-0.012695973884406976,held-out 70% sequence cluster,2000,20260719,percentile
sequence_cluster,B+C minus C,2,mae,-0.06657895095422772,-0.10936863778648875,-0.022419790928792354,held-out 70% sequence cluster,2000,20260719,percentile
sequence_cluster,B+C minus C,2,spearman,0.008622601478489478,-0.058218895579552746,0.14420017428426482,held-out 70% sequence cluster,2000,20260719,percentile
sequence_cluster,B+C minus C,3,r2,0.11904652686858419,0.07497396698193448,0.1798015247452573,held-out 70% sequence cluster,2000,20260720,percentile
sequence_cluster,B+C minus C,3,rmse,-0.06764022746233522,-0.11504822073844995,-0.052631591623086636,held-out 70% sequence cluster,2000,20260720,percentile
sequence_cluster,B+C minus C,3,mae,-0.056250260367396,-0.10838411815172887,-0.03896085963666795,held-out 70% sequence cluster,2000,20260720,percentile
sequence_cluster,B+C minus C,3,spearman,0.06859936794206833,0.03656962211632906,0.12740972235717074,held-out 70% sequence cluster,2000,20260720,percentile
sequence_cluster,B+C minus C,4,r2,-0.004021536003751214,-0.038468953708358185,0.1646830330794019,held-out 70% sequence cluster,2000,20260721,percentile
sequence_cluster,B+C minus C,4,rmse,0.0022897288834120566,-0.11507636505547296,0.02057493243396033,held-out 70% sequence cluster,2000,20260721,percentile
sequence_cluster,B+C minus C,4,mae,-0.021673528717080615,-0.11766306867254503,0.013577675688984162,held-out 70% sequence cluster,2000,20260721,percentile
sequence_cluster,B+C minus C,4,spearman,0.01758895047010617,-0.039902804725214444,0.12613828952867429,held-out 70% sequence cluster,2000,20260721,percentile
